predict_time,window_id,actual_gt,is_anomaly
2007-01-03 10:00:00,117,False,False
2007-01-03 10:30:00,118,False,False
2007-01-03 11:00:00,119,False,False
2007-01-03 11:30:00,120,False,False
2007-01-03 12:00:00,121,False,False
2007-01-03 12:30:00,122,False,False
2007-01-03 13:00:00,123,False,False
2007-01-03 13:30:00,124,False,False
2007-01-03 14:00:00,125,False,False
2007-01-03 14:30:00,126,False,False
2007-01-03 15:00:00,127,False,False
2007-01-03 15:30:00,128,False,False
2007-01-03 16:00:00,129,False,False
2007-01-03 16:30:00,130,False,False
2007-01-03 17:00:00,131,False,False
2007-01-03 17:30:00,132,False,False
2007-01-03 18:00:00,133,False,False
2007-01-03 18:30:00,134,False,False
2007-01-03 19:00:00,135,False,False
2007-01-03 19:30:00,136,False,False
2007-01-03 20:00:00,137,False,False
2007-01-03 20:30:00,138,False,False
2007-01-03 21:00:00,139,False,False
2007-01-03 21:30:00,140,False,False
2007-01-03 22:00:00,141,False,False
2007-01-03 22:30:00,142,False,False
2007-01-03 23:00:00,143,False,False
2007-01-03 23:30:00,144,False,False
2007-01-04 00:00:00,145,False,False
2007-01-04 00:30:00,146,False,False
2007-01-04 01:00:00,147,False,False
2007-01-04 01:30:00,148,False,False
2007-01-04 02:00:00,149,False,False
2007-01-04 02:30:00,150,False,False
2007-01-04 03:00:00,151,False,False
2007-01-04 03:30:00,152,False,False
2007-01-04 04:00:00,153,False,False
2007-01-04 04:30:00,154,False,False
2007-01-04 05:00:00,155,False,False
2007-01-04 05:30:00,156,False,False
2007-01-04 06:00:00,157,False,False
2007-01-04 06:30:00,158,False,False
2007-01-04 07:00:00,159,False,False
2007-01-04 07:30:00,160,False,False
2007-01-04 08:00:00,161,False,False
2007-01-04 08:30:00,162,False,False
2007-01-04 09:00:00,163,False,False
2007-01-04 09:30:00,164,False,False
2007-01-04 10:00:00,165,False,False
2007-01-04 10:30:00,166,False,False
2007-01-04 11:00:00,167,False,False
2007-01-04 11:30:00,168,False,False
2007-01-04 12:00:00,169,False,False
2007-01-04 12:30:00,170,False,False
2007-01-04 13:00:00,171,False,False
2007-01-04 13:30:00,172,False,False
2007-01-04 14:00:00,173,False,False
2007-01-04 14:30:00,174,False,False
2007-01-04 15:00:00,175,False,False
2007-01-04 15:30:00,176,False,False
2007-01-04 16:00:00,177,False,False
2007-01-04 16:30:00,178,False,False
2007-01-04 17:00:00,179,False,False
2007-01-04 17:30:00,180,False,False
2007-01-04 18:00:00,181,False,False
2007-01-04 18:30:00,182,False,False
2007-01-04 19:00:00,183,False,False
2007-01-04 19:30:00,184,False,False
2007-01-04 20:00:00,185,False,False
2007-01-04 20:30:00,186,False,False
2007-01-04 21:00:00,187,False,False
2007-01-04 21:30:00,188,False,False
2007-01-04 22:00:00,189,False,False
2007-01-04 22:30:00,190,False,False
2007-01-04 23:00:00,191,False,False
2007-01-04 23:30:00,192,False,False
2007-01-05 00:00:00,193,False,False
2007-01-05 00:30:00,194,False,False
2007-01-05 01:00:00,195,False,False
2007-01-05 01:30:00,196,False,False
2007-01-05 02:00:00,197,False,False
2007-01-05 02:30:00,198,False,False
2007-01-05 03:00:00,199,False,False
2007-01-05 03:30:00,200,False,False
2007-01-05 04:00:00,201,False,False
2007-01-05 04:30:00,202,False,False
2007-01-05 05:00:00,203,False,False
2007-01-05 05:30:00,204,False,False
2007-01-05 06:00:00,205,False,False
2007-01-05 06:30:00,206,False,False
2007-01-05 07:00:00,207,False,False
2007-01-05 07:30:00,208,False,False
2007-01-05 08:00:00,209,False,False
2007-01-05 08:30:00,210,False,False
2007-01-05 09:00:00,211,False,False
2007-01-05 09:30:00,212,False,False
2007-01-05 10:00:00,213,False,False
2007-01-05 10:30:00,214,False,False
2007-01-05 11:00:00,215,False,False
2007-01-05 11:30:00,216,False,False
2007-01-05 12:00:00,217,False,False
2007-01-05 12:30:00,218,False,False
2007-01-05 13:00:00,219,False,False
2007-01-05 13:30:00,220,False,False
2007-01-05 14:00:00,221,False,False
2007-01-05 14:30:00,222,False,False
2007-01-05 15:00:00,223,False,False
2007-01-05 15:30:00,224,False,False
2007-01-05 16:00:00,225,False,False
2007-01-05 16:30:00,226,False,False
2007-01-05 17:00:00,227,False,False
2007-01-05 17:30:00,228,False,False
2007-01-05 18:00:00,229,False,False
2007-01-05 18:30:00,230,False,False
2007-01-05 19:00:00,231,False,False
2007-01-05 19:30:00,232,False,False
2007-01-05 20:00:00,233,False,False
2007-01-05 20:30:00,234,False,False
2007-01-05 21:00:00,235,False,False
2007-01-05 21:30:00,236,False,False
2007-01-05 22:00:00,237,False,False
2007-01-05 22:30:00,238,False,False
2007-01-05 23:00:00,239,False,False
2007-01-05 23:30:00,240,False,False
2007-01-06 00:00:00,241,False,False
2007-01-06 00:30:00,242,False,False
2007-01-06 01:00:00,243,False,False
2007-01-06 01:30:00,244,False,False
2007-01-06 02:00:00,245,False,False
2007-01-06 02:30:00,246,False,False
2007-01-06 03:00:00,247,False,False
2007-01-06 03:30:00,248,False,False
2007-01-06 04:00:00,249,False,False
2007-01-06 04:30:00,250,False,False
2007-01-06 05:00:00,251,False,False
2007-01-06 05:30:00,252,False,False
2007-01-06 06:00:00,253,False,False
2007-01-06 06:30:00,254,False,False
2007-01-06 07:00:00,255,False,False
2007-01-06 07:30:00,256,False,False
2007-01-06 08:00:00,257,False,False
2007-01-06 08:30:00,258,False,False
2007-01-06 09:00:00,259,False,False
2007-01-06 09:30:00,260,False,False
2007-01-06 10:00:00,261,False,False
2007-01-06 10:30:00,262,False,False
2007-01-06 11:00:00,263,False,False
2007-01-06 11:30:00,264,False,False
2007-01-06 12:00:00,265,False,False
2007-01-06 12:30:00,266,False,False
2007-01-06 13:00:00,267,False,False
2007-01-06 13:30:00,268,False,False
2007-01-06 14:00:00,269,False,False
2007-01-06 14:30:00,270,False,False
2007-01-06 15:00:00,271,False,False
2007-01-06 15:30:00,272,False,False
2007-01-06 16:00:00,273,False,False
2007-01-06 16:30:00,274,False,False
2007-01-06 17:00:00,275,False,False
2007-01-06 17:30:00,276,False,False
2007-01-06 18:00:00,277,False,False
2007-01-06 18:30:00,278,False,False
2007-01-06 19:00:00,279,False,False
2007-01-06 19:30:00,280,False,False
2007-01-06 20:00:00,281,False,False
2007-01-06 20:30:00,282,False,False
2007-01-06 21:00:00,283,False,False
2007-01-06 21:30:00,284,False,False
2007-01-06 22:00:00,285,False,False
2007-01-06 22:30:00,286,False,False
2007-01-06 23:00:00,287,False,False
2007-01-06 23:30:00,288,False,False
2007-01-07 00:00:00,289,False,False
2007-01-07 00:30:00,290,False,False
2007-01-07 01:00:00,291,False,False
2007-01-07 01:30:00,292,False,False
2007-01-07 02:00:00,293,False,False
2007-01-07 02:30:00,294,False,False
2007-01-07 03:00:00,295,False,False
2007-01-07 03:30:00,296,False,False
2007-01-07 04:00:00,297,False,False
2007-01-07 04:30:00,298,False,False
2007-01-07 05:00:00,299,False,False
2007-01-07 05:30:00,300,False,False
2007-01-07 06:00:00,301,False,False
2007-01-07 06:30:00,302,False,False
2007-01-07 07:00:00,303,False,False
2007-01-07 07:30:00,304,False,False
2007-01-07 08:00:00,305,False,False
2007-01-07 08:30:00,306,False,False
2007-01-07 09:00:00,307,False,False
2007-01-07 09:30:00,308,False,False
2007-01-07 10:00:00,309,False,False
2007-01-07 10:30:00,310,False,False
2007-01-07 11:00:00,311,False,False
2007-01-07 11:30:00,312,False,False
2007-01-07 12:00:00,313,False,False
2007-01-07 12:30:00,314,False,False
2007-01-07 13:00:00,315,False,False
2007-01-07 13:30:00,316,False,False
2007-01-07 14:00:00,317,False,False
2007-01-07 14:30:00,318,False,False
2007-01-07 15:00:00,319,False,False
2007-01-07 15:30:00,320,False,False
2007-01-07 16:00:00,321,False,False
2007-01-07 16:30:00,322,False,False
2007-01-07 17:00:00,323,False,False
2007-01-07 17:30:00,324,False,False
2007-01-07 18:00:00,325,False,False
2007-01-07 18:30:00,326,False,False
2007-01-07 19:00:00,327,False,False
2007-01-07 19:30:00,328,False,False
2007-01-07 20:00:00,329,False,False
2007-01-07 20:30:00,330,False,False
2007-01-07 21:00:00,331,False,False
2007-01-07 21:30:00,332,False,False
2007-01-07 22:00:00,333,False,False
2007-01-07 22:30:00,334,False,False
2007-01-07 23:00:00,335,False,False
2007-01-07 23:30:00,336,False,False
2007-01-08 00:00:00,337,False,False
2007-01-08 00:30:00,338,False,False
2007-01-08 01:00:00,339,False,False
2007-01-08 01:30:00,340,False,False
2007-01-08 02:00:00,341,False,False
2007-01-08 02:30:00,342,False,False
2007-01-08 03:00:00,343,False,False
2007-01-08 03:30:00,344,False,False
2007-01-08 04:00:00,345,False,False
2007-01-08 04:30:00,346,False,False
2007-01-08 05:00:00,347,False,False
2007-01-08 05:30:00,348,False,False
2007-01-08 06:00:00,349,False,False
2007-01-08 06:30:00,350,False,False
2007-01-08 07:00:00,351,False,False
2007-01-08 07:30:00,352,False,False
2007-01-08 08:00:00,353,False,False
2007-01-08 08:30:00,354,False,False
2007-01-08 09:00:00,355,False,False
2007-01-08 09:30:00,356,False,False
2007-01-08 10:00:00,357,False,False
2007-01-08 10:30:00,358,False,False
2007-01-08 11:00:00,359,False,False
2007-01-08 11:30:00,360,False,False
2007-01-08 12:00:00,361,False,False
2007-01-08 12:30:00,362,False,False
2007-01-08 13:00:00,363,False,False
2007-01-08 13:30:00,364,False,False
2007-01-08 14:00:00,365,False,False
2007-01-08 14:30:00,366,False,False
2007-01-08 15:00:00,367,False,False
2007-01-08 15:30:00,368,False,False
2007-01-08 16:00:00,369,False,False
2007-01-08 16:30:00,370,False,False
2007-01-08 17:00:00,371,False,False
2007-01-08 17:30:00,372,False,False
2007-01-08 18:00:00,373,False,False
2007-01-08 18:30:00,374,False,False
2007-01-08 19:00:00,375,False,False
2007-01-08 19:30:00,376,False,False
2007-01-08 20:00:00,377,False,False
2007-01-08 20:30:00,378,False,False
2007-01-08 21:00:00,379,False,False
2007-01-08 21:30:00,380,False,False
2007-01-08 22:00:00,381,False,False
2007-01-08 22:30:00,382,False,False
2007-01-08 23:00:00,383,False,False
2007-01-08 23:30:00,384,False,False
2007-01-09 00:00:00,385,False,False
2007-01-09 00:30:00,386,False,False
2007-01-09 01:00:00,387,False,False
2007-01-09 01:30:00,388,False,False
2007-01-09 02:00:00,389,False,False
2007-01-09 02:30:00,390,False,False
2007-01-09 03:00:00,391,False,False
2007-01-09 03:30:00,392,False,False
2007-01-09 04:00:00,393,False,False
2007-01-09 04:30:00,394,False,False
2007-01-09 05:00:00,395,False,False
2007-01-09 05:30:00,396,False,False
2007-01-09 06:00:00,397,False,False
2007-01-09 06:30:00,398,False,False
2007-01-09 07:00:00,399,False,False
2007-01-09 07:30:00,400,False,False
2007-01-09 08:00:00,401,False,False
2007-01-09 08:30:00,402,False,False
2007-01-09 09:00:00,403,False,False
2007-01-09 09:30:00,404,False,False
2007-01-09 10:00:00,405,False,False
2007-01-09 10:30:00,406,False,False
2007-01-09 11:00:00,407,False,False
2007-01-09 11:30:00,408,False,False
2007-01-09 12:00:00,409,False,False
2007-01-09 12:30:00,410,False,False
2007-01-09 13:00:00,411,False,False
2007-01-09 13:30:00,412,False,False
2007-01-09 14:00:00,413,False,False
2007-01-09 14:30:00,414,False,False
2007-01-09 15:00:00,415,False,False
2007-01-09 15:30:00,416,False,False
2007-01-09 16:00:00,417,False,False
2007-01-09 16:30:00,418,False,False
2007-01-09 17:00:00,419,False,False
2007-01-09 17:30:00,420,False,False
2007-01-09 18:00:00,421,False,False
2007-01-09 18:30:00,422,False,False
2007-01-09 19:00:00,423,False,False
2007-01-09 19:30:00,424,False,False
2007-01-09 20:00:00,425,False,False
2007-01-09 20:30:00,426,False,False
2007-01-09 21:00:00,427,False,False
2007-01-09 21:30:00,428,False,False
2007-01-09 22:00:00,429,False,False
2007-01-09 22:30:00,430,False,False
2007-01-09 23:00:00,431,False,False
2007-01-09 23:30:00,432,False,False
2007-01-10 00:00:00,433,False,False
2007-01-10 00:30:00,434,False,False
2007-01-10 01:00:00,435,False,False
2007-01-10 01:30:00,436,False,False
2007-01-10 02:00:00,437,False,False
2007-01-10 02:30:00,438,False,False
2007-01-10 03:00:00,439,False,False
2007-01-10 03:30:00,440,False,False
2007-01-10 04:00:00,441,False,False
2007-01-10 04:30:00,442,False,False
2007-01-10 05:00:00,443,False,False
2007-01-10 05:30:00,444,False,False
2007-01-10 06:00:00,445,False,False
2007-01-10 06:30:00,446,False,False
2007-01-10 07:00:00,447,False,False
2007-01-10 07:30:00,448,False,False
2007-01-10 08:00:00,449,False,False
2007-01-10 08:30:00,450,False,False
2007-01-10 09:00:00,451,False,False
2007-01-10 09:30:00,452,False,False
2007-01-10 10:00:00,453,False,False
2007-01-10 10:30:00,454,False,False
2007-01-10 11:00:00,455,False,False
2007-01-10 11:30:00,456,False,False
2007-01-10 12:00:00,457,False,False
2007-01-10 12:30:00,458,False,False
2007-01-10 13:00:00,459,False,False
2007-01-10 13:30:00,460,False,False
2007-01-10 14:00:00,461,False,False
2007-01-10 14:30:00,462,False,False
2007-01-10 15:00:00,463,False,False
2007-01-10 15:30:00,464,False,False
2007-01-10 16:00:00,465,False,False
2007-01-10 16:30:00,466,False,False
2007-01-10 17:00:00,467,False,False
2007-01-10 17:30:00,468,False,False
2007-01-10 18:00:00,469,False,False
2007-01-10 18:30:00,470,False,False
2007-01-10 19:00:00,471,False,False
2007-01-10 19:30:00,472,False,False
2007-01-10 20:00:00,473,False,False
2007-01-10 20:30:00,474,False,False
2007-01-10 21:00:00,475,False,False
2007-01-10 21:30:00,476,False,False
2007-01-10 22:00:00,477,False,False
2007-01-10 22:30:00,478,False,False
2007-01-10 23:00:00,479,False,False
2007-01-10 23:30:00,480,False,False
2007-01-11 00:00:00,481,False,False
2007-01-11 00:30:00,482,False,False
2007-01-11 01:00:00,483,False,False
2007-01-11 01:30:00,484,False,False
2007-01-11 02:00:00,485,False,False
2007-01-11 02:30:00,486,False,False
2007-01-11 03:00:00,487,False,False
2007-01-11 03:30:00,488,False,False
2007-01-11 04:00:00,489,False,False
2007-01-11 04:30:00,490,False,False
2007-01-11 05:00:00,491,False,False
2007-01-11 05:30:00,492,False,False
2007-01-11 06:00:00,493,False,False
2007-01-11 06:30:00,494,False,False
2007-01-11 07:00:00,495,False,False
2007-01-11 07:30:00,496,False,False
2007-01-11 08:00:00,497,False,False
2007-01-11 08:30:00,498,False,False
2007-01-11 09:00:00,499,False,False
2007-01-11 09:30:00,500,False,False
2007-01-11 10:00:00,501,False,False
2007-01-11 10:30:00,502,False,False
2007-01-11 11:00:00,503,False,False
2007-01-11 11:30:00,504,False,False
2007-01-11 12:00:00,505,False,False
2007-01-11 12:30:00,506,False,False
2007-01-11 13:00:00,507,False,False
2007-01-11 13:30:00,508,False,False
2007-01-11 14:00:00,509,False,False
2007-01-11 14:30:00,510,False,False
2007-01-11 15:00:00,511,False,False
2007-01-11 15:30:00,512,False,False
2007-01-11 16:00:00,513,False,False
2007-01-11 16:30:00,514,False,False
2007-01-11 17:00:00,515,False,False
2007-01-11 17:30:00,516,False,False
2007-01-11 18:00:00,517,False,False
2007-01-11 18:30:00,518,False,False
2007-01-11 19:00:00,519,False,False
2007-01-11 19:30:00,520,False,False
2007-01-11 20:00:00,521,False,False
2007-01-11 20:30:00,522,False,False
2007-01-11 21:00:00,523,False,False
2007-01-11 21:30:00,524,False,False
2007-01-11 22:00:00,525,False,False
2007-01-11 22:30:00,526,False,False
2007-01-11 23:00:00,527,False,False
2007-01-11 23:30:00,528,False,False
2007-01-12 00:00:00,529,False,False
2007-01-12 00:30:00,530,False,False
2007-01-12 01:00:00,531,False,False
2007-01-12 01:30:00,532,False,False
2007-01-12 02:00:00,533,False,False
2007-01-12 02:30:00,534,False,False
2007-01-12 03:00:00,535,False,False
2007-01-12 03:30:00,536,False,False
2007-01-12 04:00:00,537,False,False
2007-01-12 04:30:00,538,False,False
2007-01-12 05:00:00,539,False,False
2007-01-12 05:30:00,540,False,False
2007-01-12 06:00:00,541,False,False
2007-01-12 06:30:00,542,False,False
2007-01-12 07:00:00,543,False,False
2007-01-12 07:30:00,544,False,False
2007-01-12 08:00:00,545,False,False
2007-01-12 08:30:00,546,False,False
2007-01-12 09:00:00,547,False,False
2007-01-12 09:30:00,548,False,False
2007-01-12 10:00:00,549,False,False
2007-01-12 10:30:00,550,False,False
2007-01-12 11:00:00,551,False,False
2007-01-12 11:30:00,552,False,False
2007-01-12 12:00:00,553,False,False
2007-01-12 12:30:00,554,False,False
2007-01-12 13:00:00,555,False,False
2007-01-12 13:30:00,556,False,False
2007-01-12 14:00:00,557,False,False
2007-01-12 14:30:00,558,False,False
2007-01-12 15:00:00,559,False,False
2007-01-12 15:30:00,560,False,False
2007-01-12 16:00:00,561,False,False
2007-01-12 16:30:00,562,False,False
2007-01-12 17:00:00,563,False,False
2007-01-12 17:30:00,564,False,False
2007-01-12 18:00:00,565,False,False
2007-01-12 18:30:00,566,False,False
2007-01-12 19:00:00,567,False,False
2007-01-12 19:30:00,568,False,False
2007-01-12 20:00:00,569,False,False
2007-01-12 20:30:00,570,False,False
2007-01-12 21:00:00,571,False,False
2007-01-12 21:30:00,572,False,False
2007-01-12 22:00:00,573,False,False
2007-01-12 22:30:00,574,False,False
2007-01-12 23:00:00,575,False,False
2007-01-12 23:30:00,576,False,False
2007-01-13 00:00:00,577,False,False
2007-01-13 00:30:00,578,False,False
2007-01-13 01:00:00,579,False,False
2007-01-13 01:30:00,580,False,False
2007-01-13 02:00:00,581,False,False
2007-01-13 02:30:00,582,False,False
2007-01-13 03:00:00,583,False,False
2007-01-13 03:30:00,584,False,False
2007-01-13 04:00:00,585,False,False
2007-01-13 04:30:00,586,False,False
2007-01-13 05:00:00,587,False,False
2007-01-13 05:30:00,588,False,False
2007-01-13 06:00:00,589,False,False
2007-01-13 06:30:00,590,False,False
2007-01-13 07:00:00,591,False,False
2007-01-13 07:30:00,592,False,False
2007-01-13 08:00:00,593,False,False
2007-01-13 08:30:00,594,False,False
2007-01-13 09:00:00,595,False,False
2007-01-13 09:30:00,596,False,False
2007-01-13 10:00:00,597,False,False
2007-01-13 10:30:00,598,False,False
2007-01-13 11:00:00,599,False,False
2007-01-13 11:30:00,600,False,False
2007-01-13 12:00:00,601,False,False
2007-01-13 12:30:00,602,False,False
2007-01-13 13:00:00,603,False,False
2007-01-13 13:30:00,604,False,False
2007-01-13 14:00:00,605,False,False
2007-01-13 14:30:00,606,False,False
2007-01-13 15:00:00,607,False,False
2007-01-13 15:30:00,608,False,False
2007-01-13 16:00:00,609,False,False
2007-01-13 16:30:00,610,False,False
2007-01-13 17:00:00,611,False,False
2007-01-13 17:30:00,612,False,False
2007-01-13 18:00:00,613,False,False
2007-01-13 18:30:00,614,False,False
2007-01-13 19:00:00,615,False,False
2007-01-13 19:30:00,616,False,False
2007-01-13 20:00:00,617,False,False
2007-01-13 20:30:00,618,False,False
2007-01-13 21:00:00,619,False,False
2007-01-13 21:30:00,620,False,False
2007-01-13 22:00:00,621,False,False
2007-01-13 22:30:00,622,False,False
2007-01-13 23:00:00,623,False,False
2007-01-13 23:30:00,624,False,False
2007-01-14 00:00:00,625,False,False
2007-01-14 00:30:00,626,False,False
2007-01-14 01:00:00,627,False,False
2007-01-14 01:30:00,628,False,False
2007-01-14 02:00:00,629,False,False
2007-01-14 02:30:00,630,False,False
2007-01-14 03:00:00,631,False,False
2007-01-14 03:30:00,632,False,False
2007-01-14 04:00:00,633,False,False
2007-01-14 04:30:00,634,False,False
2007-01-14 05:00:00,635,False,False
2007-01-14 05:30:00,636,False,False
2007-01-14 06:00:00,637,False,False
2007-01-14 06:30:00,638,False,False
2007-01-14 07:00:00,639,False,False
2007-01-14 07:30:00,640,False,False
2007-01-14 08:00:00,641,False,False
2007-01-14 08:30:00,642,False,False
2007-01-14 09:00:00,643,False,False
2007-01-14 09:30:00,644,False,False
2007-01-14 10:00:00,645,False,False
2007-01-14 10:30:00,646,False,False
2007-01-14 11:00:00,647,False,False
2007-01-14 11:30:00,648,False,False
2007-01-14 12:00:00,649,False,False
2007-01-14 12:30:00,650,False,False
2007-01-14 13:00:00,651,False,False
2007-01-14 13:30:00,652,False,False
2007-01-14 14:00:00,653,False,False
2007-01-14 14:30:00,654,False,False
2007-01-14 15:00:00,655,False,False
2007-01-14 15:30:00,656,False,False
2007-01-14 16:00:00,657,False,False
2007-01-14 16:30:00,658,False,False
2007-01-14 17:00:00,659,False,False
2007-01-14 17:30:00,660,False,False
2007-01-14 18:00:00,661,False,False
2007-01-14 18:30:00,662,False,False
2007-01-14 19:00:00,663,False,False
2007-01-14 19:30:00,664,False,False
2007-01-14 20:00:00,665,False,False
2007-01-14 20:30:00,666,False,False
2007-01-14 21:00:00,667,False,False
2007-01-14 21:30:00,668,False,False
2007-01-14 22:00:00,669,False,False
2007-01-14 22:30:00,670,False,False
2007-01-14 23:00:00,671,False,False
2007-01-14 23:30:00,672,False,False
2007-01-15 00:00:00,673,False,False
2007-01-15 00:30:00,674,False,False
2007-01-15 01:00:00,675,False,False
2007-01-15 01:30:00,676,False,False
2007-01-15 02:00:00,677,False,False
2007-01-15 02:30:00,678,False,False
2007-01-15 03:00:00,679,False,False
2007-01-15 03:30:00,680,False,False
2007-01-15 04:00:00,681,False,False
2007-01-15 04:30:00,682,False,False
2007-01-15 05:00:00,683,False,False
2007-01-15 05:30:00,684,False,False
2007-01-15 06:00:00,685,False,False
2007-01-15 06:30:00,686,False,False
2007-01-15 07:00:00,687,False,False
2007-01-15 07:30:00,688,False,False
2007-01-15 08:00:00,689,False,False
2007-01-15 08:30:00,690,False,False
2007-01-15 09:00:00,691,False,False
2007-01-15 09:30:00,692,False,False
2007-01-15 10:00:00,693,False,False
2007-01-15 10:30:00,694,False,False
2007-01-15 11:00:00,695,False,False
2007-01-15 11:30:00,696,False,False
2007-01-15 12:00:00,697,False,False
2007-01-15 12:30:00,698,False,False
2007-01-15 13:00:00,699,False,False
2007-01-15 13:30:00,700,False,False
2007-01-15 14:00:00,701,False,False
2007-01-15 14:30:00,702,False,False
2007-01-15 15:00:00,703,False,False
2007-01-15 15:30:00,704,False,False
2007-01-15 16:00:00,705,False,False
2007-01-15 16:30:00,706,False,False
2007-01-15 17:00:00,707,False,False
2007-01-15 17:30:00,708,False,False
2007-01-15 18:00:00,709,False,False
2007-01-15 18:30:00,710,False,False
2007-01-15 19:00:00,711,False,False
2007-01-15 19:30:00,712,False,False
2007-01-15 20:00:00,713,False,False
2007-01-15 20:30:00,714,False,False
2007-01-15 21:00:00,715,False,False
2007-01-15 21:30:00,716,False,False
2007-01-15 22:00:00,717,False,False
2007-01-15 22:30:00,718,False,False
2007-01-15 23:00:00,719,False,False
2007-01-15 23:30:00,720,False,False
2007-01-16 00:00:00,721,False,False
2007-01-16 00:30:00,722,False,False
2007-01-16 01:00:00,723,False,False
2007-01-16 01:30:00,724,False,False
2007-01-16 02:00:00,725,False,False
2007-01-16 02:30:00,726,False,False
2007-01-16 03:00:00,727,False,False
2007-01-16 03:30:00,728,False,False
2007-01-16 04:00:00,729,False,False
2007-01-16 04:30:00,730,False,False
2007-01-16 05:00:00,731,False,False
2007-01-16 05:30:00,732,False,False
2007-01-16 06:00:00,733,False,False
2007-01-16 06:30:00,734,False,False
